Agency,State,Population,Violent Crime rate,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,Vehicular,Year
Elizabeth Police Dept,NJ,108960.0,1335.4,13.8,39.5,813.1,469.0,7681.7,1344.5,4109.8,2227.4,1986
Erie Police Dept,PA,117350.0,555.6,2.6,34.9,208.8,309.3,4252.2,1055.8,2960.4,236.0,1986
Eugene Police Dept,OR,102502.0,323.9,7.8,28.3,138.5,149.3,8114.0,2131.7,5580.4,401.9,1986
Evansville Police Dept,IN,130477.0,535.7,3.1,28.4,72.0,432.3,4564.8,1158.8,3165.3,240.7,1986
Flint City Police Dept,MI,150098.0,3461.1,40.6,183.9,1018.0,2218.6,12250.0,4235.2,6529.1,1485.7,1986
Fort Wayne Police Dept,IN,165599.0,451.1,9.7,47.1,214.4,180.0,7412.5,1125.6,5869.0,417.9,1986
City Of Fort Worth Police Dept,TX,432542.0,1819.5,46.2,129.2,779.8,864.2,14829.8,4452.1,8168.9,2208.8,1986
Fremont Police Dept,CA,151491.0,481.9,3.3,19.1,66.7,392.8,3771.8,999.4,2511.0,261.4,1986
Fresno Police Dept,CA,281554.0,1216.8,18.8,85.6,467.4,645.0,10575.2,3321.6,6414.0,839.6,1986
Fullerton Police Dept,CA,112569.0,388.2,2.7,31.1,146.6,207.9,5687.2,1458.7,3617.3,611.2,1986
Fort Lauderdale Police Dept,FL,159420.0,1274.6,24.5,59.6,797.3,393.3,12531.7,4224.1,6997.9,1309.7,1986
Garden Grove Police Dept,CA,136120.0,769.2,8.8,36.7,334.3,389.4,6442.8,1871.1,3763.6,808.1,1986
Garland Police Dept,TX,167157.0,313.5,9.0,43.1,120.8,140.6,5930.4,1965.2,3564.3,400.8,1986
Glendale Police Dept,AZ,123737.0,745.1,5.7,33.1,160.0,546.3,8392.0,2250.7,5641.0,500.3,1986
Glendale Police Dept,CA,155257.0,353.0,3.2,13.5,145.6,190.7,5067.1,1138.8,3224.3,704.0,1986
Grand Rapids Police Dept,MI,184340.0,1162.0,11.4,119.3,246.8,784.4,7744.9,1903.0,5192.6,649.3,1986
Greensboro Police Dept,NC,163614.0,732.8,11.0,40.3,183.4,498.1,6074.7,1479.7,4358.4,236.5,1986
Hampton Police Dept,VA,129378.0,304.5,4.6,45.6,109.0,145.3,5582.1,997.9,4269.7,314.6,1986
Hartford Police Dept,CT,137217.0,2163.7,20.4,75.8,1220.7,846.8,12329.4,3396.8,7476.5,1456.1,1986
Hayward Police Dept,CA,104743.0,743.7,4.8,32.5,241.5,464.9,6280.1,1459.8,4357.3,463.0,1986
Honolulu Police Dept,HI,823306.0,252.2,5.6,29.3,127.8,89.5,5390.3,1296.6,3746.6,347.1,1986
Houston Police Dept,TX,1779677.0,1156.2,22.9,85.6,613.9,433.7,8292.2,2502.1,3869.0,1921.0,1986
Huntington Beach Police Dept,CA,188843.0,309.8,3.7,24.9,112.3,168.9,4728.8,1324.4,2922.0,482.4,1986
Huntsville Police Dept,AL,151880.0,518.2,12.5,40.2,132.3,333.2,7249.8,1549.2,5387.1,313.4,1986
Hialeah Police Dept,FL,161948.0,933.6,13.0,22.8,423.0,474.8,7464.7,1790.1,4311.9,1362.8,1986
Hollywood Police Dept,FL,127831.0,924.7,8.6,32.9,445.9,437.3,8715.4,2240.5,5773.2,701.7,1986
Independence Police Dept,MO,113427.0,401.1,3.5,24.7,100.5,272.4,4772.2,1251.9,3155.3,365.0,1986
Indianapolis Police Dept,IN,470591.0,915.2,13.4,93.1,333.8,474.9,5401.5,1752.5,2935.7,713.4,1986
Inglewood Police Dept,CA,104252.0,1793.7,30.7,85.4,911.3,766.4,6119.8,2268.5,2250.3,1600.9,1986
Irving Police Dept,TX,125264.0,680.2,14.4,59.9,214.7,391.2,9831.2,2478.8,6320.3,1032.2,1986
Jackson Police Dept,MS,210985.0,701.5,15.6,54.5,203.3,428.0,5954.5,2022.9,3612.6,319.0,1986
Jacksonville,FL,616668.0,1297.8,19.3,100.2,484.1,694.2,8336.3,2675.3,5135.3,525.6,1986
Jersey City Police Dept,NJ,226135.0,1617.6,8.4,57.5,972.9,578.9,7007.8,2098.3,3284.8,1624.7,1986
Kansas City Police Dept,KS,161978.0,1478.0,13.0,90.8,384.6,989.6,8562.9,2830.6,4566.7,1165.6,1986
Kansas City Police Dept,MO,448237.0,2158.0,25.9,102.6,767.9,1261.6,9973.5,3017.4,5438.0,1518.2,1986
Knoxville Police Dept,TN,177153.0,811.2,16.4,49.1,280.0,465.7,5890.4,2302.5,2769.4,818.5,1986
Lakewood,CO,124482.0,600.1,4.0,37.0,173.5,385.6,8124.9,2034.8,5507.6,582.4,1986
Lansing City Police Dept,MI,128909.0,1164.4,4.7,112.5,227.3,820.0,7898.6,2410.2,5125.3,363.0,1986
Laredo,TX,113390.0,529.1,17.6,6.2,122.6,382.7,7073.8,2135.1,4347.8,590.9,1986
Las Vegas Metropolitan Police Department,NV,463158.0,852.2,16.2,69.7,417.4,348.9,6886.2,1959.8,4251.0,675.4,1986
Lexington-Fayette County Police Department,KY,210432.0,605.9,11.4,42.3,183.4,368.8,5802.8,1521.6,3937.1,344.1,1986
Lincoln Police Dept,NE,179488.0,413.4,1.7,35.7,61.8,314.2,6050.0,1187.8,4628.2,234.0,1986
Little Rock Police Dept,AR,172045.0,1744.3,22.1,104.6,520.8,1096.8,9847.4,2987.6,6369.3,490.6,1986
Long Beach Police Dept,CA,398983.0,1212.8,15.5,55.1,695.3,446.9,7408.1,2196.3,3986.1,1225.6,1986
Los Angeles Police Dept,CA,3260856.0,2035.6,25.6,71.5,917.9,1020.7,7514.7,1968.8,3818.6,1727.2,1986
Louisville Police Dept,KY,290230.0,814.9,14.5,41.0,506.2,253.2,5616.2,1932.6,3251.9,431.7,1986
Lubbock Police Dept,TX,186272.0,934.7,15.0,56.4,173.9,689.3,9384.7,3299.5,5614.4,470.8,1986
Madison City Police Dept,WI,171423.0,267.2,1.8,39.1,123.1,103.3,6243.6,1159.7,4787.6,296.3,1986
Memphis Police Dept,TN,660255.0,1586.8,24.4,139.2,881.3,541.9,8236.1,2776.0,3498.5,1961.5,1986
Mesa Police Dept,AZ,210702.0,573.3,5.2,55.5,113.4,399.1,7197.4,1739.9,5072.6,384.9,1986
Midland Police Dept,TX,101362.0,419.3,1.0,34.5,53.3,330.5,4343.8,1817.2,2242.5,284.1,1986
Milwaukee Police Dept,WI,623278.0,984.3,13.3,71.2,354.1,545.7,6862.7,1350.4,4500.6,1011.7,1986
Minneapolis Police Dept,MN,362845.0,1642.3,12.1,135.6,772.0,722.6,9876.1,2962.7,5764.7,1148.7,1986
Mobile Police Dept,AL,208148.0,1693.5,22.6,59.6,383.4,1228.0,7978.9,3818.9,3691.1,468.9,1986
Modesto Police Dept,CA,128715.0,548.5,4.7,47.4,189.6,306.9,8087.6,2256.1,5268.2,563.3,1986
Montgomery Police Dept,AL,187873.0,210.2,11.2,14.9,92.6,91.6,5211.0,1165.1,3780.2,265.6,1986
Miami Police Dept,FL,396374.0,2945.7,37.3,55.8,1454.9,1397.7,11870.6,3121.0,6626.3,2123.2,1986
Nashville-Davidson Metro Police Dept,TN,470906.0,895.7,19.7,87.1,414.7,374.2,7224.8,2416.6,4189.8,618.4,1986
New Haven Police Dept,CT,125558.0,1811.1,13.5,109.9,935.0,752.6,9670.4,2751.7,5739.2,1179.5,1986
New Orleans Police Dept,LA,563927.0,1625.2,34.9,80.9,915.9,593.5,8462.8,2050.1,4734.1,1678.6,1986
New York City Police Dept,NY,7179609.0,1995.2,22.0,49.3,1125.8,798.2,6852.0,1732.4,3923.8,1195.8,1986
Newark Police Dept,NJ,318801.0,3186.9,35.4,184.8,1713.9,1252.8,9509.7,1773.5,3684.1,4052.1,1986
Newport News Police Dept,VA,158714.0,551.3,9.5,48.5,213.6,279.7,4578.0,1191.5,3034.4,352.2,1986
Norfolk Police Dept,VA,287199.0,768.5,16.0,61.6,365.6,325.2,5936.0,1474.9,4054.3,406.7,1986
Oakland Police Dept,CA,370556.0,1885.0,34.8,145.2,1022.0,683.0,10514.5,3300.7,6118.4,1095.4,1986
Odessa Police Dept,TX,113404.0,550.2,12.3,45.0,130.5,362.4,8774.8,2536.1,5882.5,356.2,1986
Oklahoma City Police Dept,OK,444119.0,954.5,13.5,95.7,334.1,511.1,11968.6,3838.6,6620.7,1509.3,1986
Omaha Police Dept,NE,332368.0,820.2,9.0,67.7,188.6,554.8,5952.7,1396.9,4190.2,365.6,1986
Ontario Police Dept,CA,111909.0,1217.1,15.2,53.6,361.0,787.2,7005.7,2650.4,3444.8,910.6,1986
Orange Police Dept,CA,102092.0,490.7,2.9,24.5,188.1,275.2,5903.5,1847.4,3426.3,629.8,1986
Oxnard Police Dept,CA,127578.0,897.5,10.2,73.7,312.0,501.7,5746.3,1751.1,3500.6,494.6,1986
Orlando Police Dept,FL,145882.0,2341.6,9.6,117.9,842.5,1371.7,9858.0,2971.6,6261.2,625.2,1986
Pasadena Police Dept,CA,131650.0,1044.4,9.9,34.9,431.4,568.2,6616.8,1892.1,3841.2,883.4,1986
Pasadena Police Dept,TX,124477.0,520.6,7.2,47.4,102.8,363.1,5568.1,1476.6,3343.6,747.9,1986
Paterson Police Dept,NJ,140765.0,1548.0,14.2,46.9,885.2,601.7,6635.2,2253.4,2988.7,1393.1,1986
Peoria Police Dept,IL,117530.0,,3.4,,219.5,834.7,7227.9,2008.0,4998.7,221.2,1986
Philadelphia Police Dept,PA,1645144.0,1045.9,20.8,66.0,586.4,372.7,4187.3,1165.5,2225.9,795.9,1986
Phoenix Police Dept,AZ,927055.0,996.5,13.2,61.2,320.6,601.6,8644.1,2759.9,5274.3,609.9,1986
Pittsburgh,PA,402204.0,1170.3,11.7,62.9,808.8,286.9,6787.8,1735.4,2769.0,2283.4,1986
Pomona Police Dept,CA,112651.0,1729.2,24.9,55.9,647.1,1001.3,7071.4,2672.9,3406.1,992.4,1986
Portland Police Dept,OR,368439.0,2389.5,12.5,118.9,1055.0,1203.2,15430.0,4678.1,9695.5,1056.3,1986
Providence Police Dept,RI,156251.0,1214.1,11.5,53.1,550.4,599.0,9464.3,2874.9,4538.2,2051.2,1986
Pueblo Police Dept,CO,102747.0,958.7,2.9,74.0,153.8,728.0,6138.4,1577.7,4312.5,248.2,1986
Raleigh Police Dept,NC,173901.0,668.8,9.2,43.7,194.9,420.9,6171.9,1313.4,4434.7,423.8,1986
Reno Police Dept,NV,111665.0,780.9,7.2,70.7,335.8,367.2,8012.4,2212.0,5243.4,557.0,1986
Richmond (City) Bureau Of Police,VA,224943.0,1149.6,36.5,92.0,452.1,569.0,6966.7,1992.1,4468.2,506.4,1986
Riverside Police Dept,CA,191908.0,1128.7,13.0,63.6,329.8,722.2,7649.0,2611.1,4349.0,688.9,1986
Rochester Police Dept,NY,243065.0,1301.3,15.6,73.2,435.7,776.7,8049.3,2391.5,5132.8,525.0,1986
Rockford Police Dept,IL,137017.0,,8.8,,289.7,532.1,7898.3,2727.4,4860.7,310.2,1986
Sacramento Police Dept,CA,320256.0,1323.3,21.9,80.6,691.3,529.6,9627.0,3117.2,5509.0,1000.8,1986
St. Louis Police Dept,MO,434298.0,2277.0,44.9,85.9,765.8,1380.4,9509.4,2883.5,4983.0,1642.9,1986
St. Paul Police Dept,MN,269250.0,891.7,4.5,88.8,294.9,503.6,7028.8,2453.1,4083.2,492.5,1986
Salt Lake City Police Dept,UT,166182.0,749.8,12.0,64.4,304.5,368.9,11454.9,2234.9,8617.1,603.0,1986
San Antonio Police Dept,TX,879332.0,709.3,18.4,91.5,371.0,228.4,10686.7,3320.0,6442.2,924.6,1986
San Bernardino Police Dept,CA,137304.0,1705.0,23.3,68.5,705.0,908.2,10193.4,3581.8,5450.7,1160.9,1986
San Diego Police Dept,CA,1011376.0,842.6,10.1,38.7,394.0,399.9,7042.4,1733.6,4000.4,1308.4,1986
San Francisco Police Dept,CA,750544.0,1266.5,15.2,65.6,677.5,508.3,6279.6,1342.5,4026.8,910.3,1986
San Jose Police Dept,CA,722560.0,556.4,5.4,59.5,155.8,335.6,4838.2,1060.5,3354.9,422.8,1986
Santa Ana Police Dept,CA,237356.0,725.9,13.5,32.4,423.4,256.6,8753.5,2008.4,5488.8,1256.3,1986
Savannah Police Dept,GA,151660.0,790.6,19.1,67.3,447.7,256.5,8038.4,2379.7,5377.8,280.9,1986
Scottsdale Police Dept,AZ,107673.0,280.5,7.4,17.6,109.6,145.8,6278.3,1564.0,4390.1,324.1,1986
Seattle Police Dept,WA,501279.0,1354.5,10.0,88.4,557.0,699.2,12158.9,3234.7,8303.8,620.4,1986
Shreveport Police Dept,LA,221895.0,904.5,20.3,49.1,293.4,541.7,8566.7,2329.9,5867.2,369.5,1986
South Bend Police Dept,IN,107235.0,764.7,15.9,78.3,277.9,392.6,9319.7,2989.7,5943.0,387.0,1986
Spokane Police Dept,WA,177893.0,637.5,5.6,44.4,243.4,344.0,8109.9,2411.6,5283.5,414.9,1986
Springfield Police Dept,IL,101931.0,,8.8,,226.6,585.7,7722.9,2019.0,5410.5,293.3,1986
Springfield Police Dept,MA,151347.0,1215.7,4.0,102.4,351.5,757.9,4373.4,1803.8,1857.3,712.3,1986
Springfield Police Dept,MO,138534.0,272.1,3.6,28.9,96.0,143.6,8007.4,1960.5,5739.4,307.5,1986
Stamford Police Dept,CT,103041.0,791.9,5.8,16.5,353.3,416.3,6075.3,1588.7,3796.5,690.0,1986
Sterling Heights Police Dept,MI,110241.0,390.1,0.0,23.6,50.8,315.7,4704.2,870.8,3231.1,602.3,1986
Stockton Police Dept,CA,180760.0,1126.9,19.4,55.3,481.9,570.4,10218.5,3030.0,6586.1,602.5,1986
Sunnyvale Dept Of Public Safety,CA,116464.0,194.1,3.4,35.2,80.7,74.7,3362.4,620.8,2504.6,237.0,1986
Syracuse Police Dept,NY,164560.0,673.3,5.5,37.1,335.4,295.3,6743.4,2215.6,4225.8,302.0,1986
St. Petersburg Police Dept,FL,256667.0,1571.3,12.9,58.4,620.3,879.7,7883.8,2686.0,4941.0,256.8,1986
Tacoma Police Dept,WA,163614.0,1347.1,10.4,149.7,406.4,780.5,12322.3,3769.2,7922.9,630.1,1986
Tempe Police Dept,AZ,128570.0,501.7,5.4,41.2,150.9,304.1,7978.5,1385.2,6081.5,511.8,1986
Toledo Police Dept,OH,343939.0,715.2,6.1,86.4,325.6,297.1,7255.6,1742.2,4705.8,807.7,1986
Topeka Police Dept,KS,120064.0,666.3,10.0,47.5,203.2,405.6,8020.7,3363.2,4358.5,299.0,1986
Torrance Police Dept,CA,139922.0,498.8,4.3,26.4,254.4,213.7,5077.8,1213.5,2953.1,911.2,1986
Tucson Police Dept,AZ,397023.0,917.8,10.3,63.2,262.5,581.8,8865.0,2412.2,5921.6,531.2,1986
Tulsa Police Dept,OK,375335.0,877.9,10.7,72.5,228.6,566.2,8709.3,2497.5,4435.2,1776.5,1986
Tallahassee Police Dept,FL,119410.0,1043.5,6.7,67.0,242.0,727.7,9311.6,2720.0,6118.4,473.2,1986
Tampa Police Dept,FL,293030.0,2780.3,27.0,128.0,1198.5,1426.8,13700.6,4994.0,7907.7,798.9,1986
Virginia Beach Police Dept,VA,316959.0,232.2,7.9,26.8,106.0,91.5,5355.9,1411.5,3706.8,237.6,1986
City Of Waco Police Dept,TX,108649.0,866.1,14.7,63.5,227.3,560.5,9979.8,3449.6,6016.6,513.6,1986
Warren Police Dept,MI,153148.0,711.1,6.5,26.1,193.3,485.2,6238.4,1217.8,3665.1,1355.6,1986
Washington Metropolitan Police Dept,DC,626000.0,1505.1,31.0,52.4,753.8,667.9,6827.0,1727.5,4124.3,975.2,1986
Waterbury Police Dept,CT,103995.0,431.8,6.7,21.2,248.1,155.8,6684.0,1888.6,4250.2,545.2,1986
Wichita Police Dept,KS,286163.0,535.0,8.0,91.2,204.8,231.0,7801.8,1758.8,5569.9,473.2,1986
Wichita Falls Police Dept,TX,103188.0,648.3,16.5,63.0,269.4,299.5,8142.4,2375.3,5305.8,461.3,1986
Winston-Salem Police Dept,NC,147235.0,1670.1,11.5,74.0,250.6,1333.9,6736.2,2110.2,4242.9,383.1,1986
Worcester Police Dept,MA,160792.0,1115.7,2.5,51.0,342.1,720.2,6137.1,1829.7,3617.7,689.7,1986
Yonkers Police Dept,NY,191631.0,447.2,6.8,15.7,314.7,110.1,4436.7,1161.1,2493.9,781.7,1986
Abilene Police Dept,TX,113161.0,495.8,4.4,28.3,175.0,288.1,6147.9,2303.8,3622.3,221.8,1987
Akron City Police Dept,OH,227552.0,943.1,9.2,56.7,309.4,567.8,7034.0,1789.9,4546.7,697.4,1987
Albuquerque Police Dept,NM,371756.0,1034.3,12.9,56.8,265.5,699.1,8920.6,2680.5,5625.5,614.7,1987
Alexandria Police Dept,VA,109985.0,619.2,7.3,39.1,381.0,191.8,6133.6,1189.3,3909.6,1034.7,1987
Allentown City Police Dept,PA,104771.0,407.6,6.7,27.7,197.6,175.6,5427.1,1573.0,3568.7,285.4,1987
Amarillo Police Dept,TX,166914.0,504.5,10.8,42.5,149.8,301.4,7253.4,1917.2,5030.1,306.1,1987
Amherst Town Police Dept,NY,104189.0,214.0,0.0,6.7,34.6,172.8,2799.7,453.0,2104.8,241.9,1987
Anaheim Police Dept,CA,246815.0,516.2,5.7,36.9,267.0,206.6,6495.6,1982.1,3538.3,975.2,1987
Anchorage Police Dept,AK,231039.0,443.6,6.5,66.7,123.4,247.1,5506.0,914.6,4108.0,483.5,1987
Ann Arbor Police Dept,MI,108336.0,623.1,3.7,54.5,166.1,398.8,8855.8,1585.8,6810.3,459.7,1987
Arlington Police Dept,TX,251372.0,561.7,7.2,36.6,203.3,314.7,7486.9,1889.2,4681.9,915.8,1987
Atlanta Police Dept,GA,429953.0,2998.7,48.1,147.9,1186.2,1616.5,12559.0,3471.8,7340.1,1747.2,1987
Aurora Police Dept,CO,219945.0,1227.6,9.1,53.6,238.2,926.6,6965.4,1817.7,4592.1,555.6,1987
Austin Police Dept,TX,469542.0,492.6,8.3,60.5,209.8,214.0,8950.2,2431.5,6066.8,451.9,1987
Bakersfield Police Dept,CA,154202.0,1225.7,13.0,44.1,453.3,715.3,8972.0,2750.3,5552.5,669.3,1987
Baltimore City Police Dept,MD,764893.0,1868.9,29.5,77.8,976.1,785.5,6701.3,1761.7,3963.8,975.8,1987
Baton Rouge Police Dept,LA,242539.0,1771.7,14.0,66.4,335.2,1356.1,10950.4,3263.8,6916.0,770.6,1987
Beaumont Police Dept,TX,120669.0,1059.9,14.9,114.4,382.9,547.8,9684.3,3595.0,5600.4,488.9,1987
Berkeley Police Dept,CA,106742.0,1099.8,10.3,42.2,543.4,504.0,10595.6,2287.8,7328.9,979.0,1987
Birmingham Police Dept,AL,282171.0,1251.7,29.8,110.2,563.8,547.9,8599.0,2569.4,4864.4,1165.3,1987
Boise Police Dept,ID,107903.0,412.4,1.9,38.9,63.0,308.6,6488.2,1868.3,4328.9,291.0,1987
Boston Police Dept,MA,575882.0,2075.8,13.2,95.5,939.1,1028.0,9631.0,1808.0,4652.2,3170.8,1987
Bridgeport Police Dept,CT,142852.0,1267.0,25.9,40.6,688.1,512.4,7988.0,2632.1,3849.4,1506.5,1987
Brownsville Police Dept,TX,102765.0,1231.0,7.8,68.1,123.6,1031.5,8522.4,2084.4,5459.1,978.9,1987
Buffalo Police Dept,NY,325787.0,1091.2,10.7,82.3,476.4,521.8,6598.8,2094.9,3453.8,1050.1,1987
Cedar Rapids Police Dept,IA,107731.0,175.4,2.8,7.4,94.7,70.5,8303.1,1672.7,6303.7,326.7,1987
Charlotte-Mecklenburg Police Department,NC,356596.0,1680.3,14.6,86.4,416.7,1162.7,9427.2,2837.1,6091.8,498.3,1987
Chattanooga Police Dept,TN,163929.0,1276.8,15.9,73.8,336.7,850.4,7622.8,2101.5,4425.7,1095.6,1987
Chesapeake Police Dept,VA,137124.0,393.8,5.1,23.3,147.3,218.1,4417.2,1298.8,2895.2,223.2,1987
Chicago Police Dept,IL,3018338.0,,22.8,,987.8,1132.1,6948.1,1687.4,3945.0,1315.8,1987
Chula Vista Police Dept,CA,121844.0,915.1,4.1,44.3,228.2,638.5,6797.2,1817.9,3395.3,1584.0,1987
Cincinnati Police Dept,OH,371585.0,852.3,18.6,92.6,318.4,422.8,6466.9,1542.9,4589.8,334.2,1987
Cleveland,OH,548171.0,1270.4,26.5,136.8,646.0,461.2,7013.1,2401.3,2695.0,1916.9,1987
Colorado Springs,CO,275106.0,505.3,5.5,60.7,185.4,253.7,7791.9,2153.7,5044.6,593.6,1987
Columbus Police Dept,GA,183654.0,380.6,10.3,38.7,161.2,170.4,4773.1,1281.8,3206.0,285.3,1987
Columbus Police Dept,OH,567800.0,947.7,15.0,94.0,504.4,334.3,8200.1,2504.1,5069.7,626.3,1987
Concord Police Dept,CA,108659.0,429.8,2.8,30.4,98.5,298.2,6087.9,1290.3,4316.3,481.3,1987
Corpus Christi Police Dept,TX,265593.0,687.1,7.5,62.5,147.2,469.9,8891.4,2438.7,6056.6,396.1,1987
Clearwater Police Dept,FL,100428.0,826.5,5.0,51.8,242.0,527.7,7648.3,1934.7,5307.3,406.3,1987
Dallas Police Dept,TX,1009947.0,1988.8,32.0,124.8,900.1,931.9,14294.4,3885.1,8441.5,1967.8,1987
Dayton,OH,181698.0,1529.5,19.3,133.2,877.8,499.2,9303.3,2932.9,5674.3,696.2,1987
Denver Police Dept,CO,509529.0,753.8,15.5,78.7,316.4,343.3,8310.2,2689.5,4548.1,1072.6,1987
Des Moines Police Dept,IA,190928.0,585.6,7.3,33.5,176.5,368.2,9657.6,1975.6,7277.6,404.3,1987
Detroit Police Dept,MI,1091523.0,2544.9,62.8,129.8,1382.7,969.5,10135.7,3380.6,4023.2,2731.9,1987
Durham Police Dept,NC,115344.0,616.4,12.1,60.7,266.2,277.4,8511.1,2577.5,5472.3,461.2,1987
El Paso Police Dept,TX,494954.0,875.2,5.1,44.2,195.8,630.2,7626.2,2113.1,4968.9,544.1,1987
Elizabeth Police Dept,NJ,107271.0,1155.0,9.3,46.6,684.2,414.8,8225.0,1496.2,3983.4,2745.4,1987
Erie Police Dept,PA,115724.0,548.7,4.3,55.3,203.9,285.2,4697.4,1241.7,3166.2,289.5,1987
Eugene Police Dept,OR,106430.0,355.2,2.8,45.1,151.3,156.0,9434.4,2310.4,6610.0,514.0,1987
Evansville Police Dept,IN,130125.0,488.0,3.1,24.6,95.3,365.0,4581.7,1181.9,3175.4,224.4,1987
Flint City Police Dept,MI,146301.0,3118.9,35.5,188.7,942.6,1952.1,12395.0,4501.7,6636.3,1257.0,1987
Fort Wayne Police Dept,IN,173761.0,,,,,,,,,,1987
City Of Fort Worth Police Dept,TX,432305.0,1779.1,31.2,110.1,756.4,881.3,16162.7,4757.5,8903.9,2501.2,1987
Fremont Police Dept,CA,157462.0,692.2,0.6,23.5,81.9,586.2,3563.4,969.1,2286.3,308.0,1987
Fresno Police Dept,CA,291855.0,1155.7,11.3,67.2,375.5,701.7,9839.5,3119.0,5715.9,1004.6,1987
Fullerton Police Dept,CA,111499.0,419.7,1.8,44.8,132.7,240.4,5587.5,1435.9,3358.8,792.8,1987
Fort Lauderdale Police Dept,FL,153051.0,1234.2,34.6,66.0,782.7,350.9,13147.9,4026.1,7491.6,1630.2,1987
Garden Grove Police Dept,CA,138259.0,695.8,7.2,45.6,311.7,331.3,6569.6,1777.8,3808.1,983.7,1987
Garland Police Dept,TX,177642.0,314.1,2.8,64.2,120.5,126.7,5831.4,1889.8,3539.1,402.5,1987
Glendale Police Dept,AZ,131323.0,863.5,9.9,45.7,120.3,687.6,8297.1,2232.7,5477.3,587.1,1987
Glendale Police Dept,CA,157544.0,402.4,3.8,17.8,144.1,236.8,5051.9,1148.3,3060.7,842.9,1987
Grand Rapids Police Dept,MI,187441.0,1200.9,8.0,143.0,268.9,781.0,8047.3,2125.5,5319.0,602.9,1987
Greensboro Police Dept,NC,178921.0,603.6,10.1,45.3,173.3,375.0,5949.6,1416.3,4278.4,254.9,1987
Hampton Police Dept,VA,128554.0,329.0,7.8,32.7,154.8,133.8,5498.1,960.7,4283.8,253.6,1987
Hartford Police Dept,CT,138945.0,2131.1,17.3,89.2,1031.3,993.2,14317.2,4149.1,8220.5,1947.5,1987
Hayward Police Dept,CA,104086.0,607.2,2.9,31.7,233.5,339.1,6401.4,1518.9,4396.4,486.1,1987
Honolulu Police Dept,HI,832614.0,271.2,4.3,38.7,118.3,109.9,5607.8,1097.3,4112.2,398.3,1987
Houston Police Dept,TX,1739999.0,1090.3,18.6,67.4,557.0,447.4,8302.1,2563.3,4092.3,1646.6,1987
Huntington Beach Police Dept,CA,188261.0,282.6,3.2,21.2,105.7,152.4,4360.4,1196.7,2739.3,424.4,1987
Huntsville Police Dept,AL,164658.0,462.2,9.7,41.3,129.4,281.8,7273.3,1346.4,5598.9,328.0,1987
Hialeah Police Dept,FL,166583.0,971.9,7.2,18.0,462.8,483.8,8319.6,1905.4,4707.6,1706.7,1987
Hollywood Police Dept,FL,124515.0,883.4,5.6,30.5,448.9,398.3,9708.1,2451.1,6356.7,900.3,1987
Independence Police Dept,MO,113775.0,423.6,2.6,24.6,122.2,274.2,5421.2,1495.1,3513.1,413.1,1987
Indianapolis Police Dept,IN,478693.0,949.0,11.9,90.2,278.7,568.2,5392.8,1826.6,2785.9,780.2,1987
Inglewood Police Dept,CA,105142.0,1809.9,28.5,95.1,925.4,760.9,5477.4,1815.6,1954.5,1707.2,1987
Irving Police Dept,TX,129354.0,569.0,10.8,66.5,193.3,298.4,10206.9,2252.0,6792.2,1162.7,1987
Jackson Police Dept,MS,208411.0,703.4,25.0,53.7,195.3,429.4,7071.1,2540.2,4173.5,357.5,1987
Jacksonville,FL,629887.0,1520.4,23.3,96.7,615.3,785.1,10263.7,3293.4,6163.0,807.3,1987
Jersey City Police Dept,NJ,220981.0,1514.6,8.6,47.5,928.1,530.4,7626.0,2087.5,3625.2,1913.3,1987
Kansas City Police Dept,KS,163098.0,1457.4,19.0,98.1,416.9,923.4,8764.7,2789.7,4901.3,1073.6,1987
Kansas City Police Dept,MO,444382.0,1895.4,29.5,109.4,737.9,1018.7,9981.1,3098.0,5451.2,1431.9,1987
Knoxville Police Dept,TN,175089.0,785.9,11.4,49.1,250.7,474.6,5912.4,2289.1,2772.3,851.0,1987
Lakewood,CO,123236.0,465.8,4.1,21.9,132.3,307.5,7089.6,1679.7,4949.0,460.9,1987
Lansing City Police Dept,MI,129610.0,1299.3,6.2,126.5,259.2,907.3,7184.6,2015.3,4662.4,506.9,1987
Laredo,TX,117811.0,471.1,9.3,6.8,102.7,352.3,6970.5,1615.3,4853.5,501.7,1987
Las Vegas Metropolitan Police Department,NV,481393.0,806.8,9.8,64.0,381.6,351.5,6883.4,1951.6,4168.9,762.8,1987
Lexington-Fayette County Police Department,KY,212934.0,487.0,5.6,48.8,175.2,257.4,6114.1,1343.1,4401.4,369.6,1987
Lincoln Police Dept,NE,182615.0,383.9,5.5,31.2,47.6,299.5,6385.6,1262.2,4903.8,219.6,1987
Little Rock Police Dept,AR,182290.0,1596.9,15.4,115.7,425.7,1040.1,10596.3,2961.2,7124.4,510.7,1987
Long Beach Police Dept,CA,406297.0,1146.9,15.3,54.4,607.2,470.1,6572.5,1759.1,3535.8,1277.6,1987
Los Angeles Police Dept,CA,3341726.0,1910.2,24.3,64.9,783.8,1037.2,6723.4,1583.8,3430.7,1708.9,1987
Louisville Police Dept,KY,286516.0,940.6,15.0,32.1,537.8,355.7,5843.7,1928.7,3465.1,449.9,1987
Lubbock Police Dept,TX,187596.0,590.1,12.8,69.3,191.4,316.6,9321.6,3140.3,5748.0,433.4,1987
